CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
771163533,Existing Customer,52,F,1,Unknown,Married,$40K - $60K,Blue,39,3,2,1,1438.3,635,803.3,0.744,4617,79,0.927,0.441,7.0819e-05,0.99993
717663033,Existing Customer,51,M,2,Uneducated,Single,$120K +,Blue,35,1,2,2,34516.0,1068,33448.0,0.966,16428,123,0.809,0.031,0.00011703,0.99988
809565183,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,47,3,3,4,1842.0,625,1217.0,0.729,2650,43,0.483,0.339,0.99794,0.00205937
788661408,Existing Customer,47,F,3,Uneducated,Married,Less than $40K,Blue,33,4,5,2,2990.0,890,2100.0,0.711,4757,79,0.837,0.298,0.00021435,0.99979
718006608,Existing Customer,44,F,5,Uneducated,Single,Less than $40K,Blue,36,1,3,1,7742.0,1163,6579.0,0.729,9081,100,0.852,0.15,0.00011515,0.99988
716323683,Existing Customer,31,M,0,Graduate,Married,$80K - $120K,Blue,36,2,3,3,32791.0,1607,31184.0,0.752,13177,106,0.738,0.049,0.0002596,0.99974
714684933,Attrited Customer,40,F,1,Uneducated,Married,Less than $40K,Blue,28,5,2,3,3680.0,0,3680.0,0.729,2725,41,0.577,0.0,0.99462,0.00538
713316558,Existing Customer,41,M,4,High School,Married,$60K - $80K,Blue,29,3,2,2,4573.0,0,4573.0,0.703,3776,70,0.944,0.0,0.00011604,0.99988
796990908,Existing Customer,35,M,3,Post-Graduate,Single,$80K - $120K,Silver,29,5,3,2,34516.0,1872,32644.0,1.068,2227,61,1.103,0.054,0.00019844,0.9998
715065483,Existing Customer,45,F,3,Graduate,Divorced,Less than $40K,Blue,36,4,3,3,8121.0,1595,6526.0,0.743,1914,45,0.5,0.196,0.0003139,0.99969
711196458,Attrited Customer,38,F,1,Unknown,Married,Less than $40K,Blue,20,2,2,3,1621.0,580,1041.0,0.421,1893,41,0.171,0.358,0.99496,0.00504
718972758,Existing Customer,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,1287,1194.0,0.465,1825,51,0.821,0.519,0.00030251,0.9997
788940558,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,27,6,1,2,2134.0,1085,1049.0,0.656,4224,75,1.027,0.508,5.7151e-05,0.99994
789008508,Existing Customer,44,M,4,College,Married,$80K - $120K,Blue,31,2,1,1,3472.0,1687,1785.0,0.645,13999,119,0.725,0.486,3.3866e-05,0.99997
717420333,Existing Customer,37,M,1,High School,Single,$60K - $80K,Blue,26,4,3,2,7349.0,2517,4832.0,0.877,2701,60,0.714,0.342,0.00016413,0.99984
711234783,Attrited Customer,44,F,4,Unknown,Married,Less than $40K,Blue,28,5,2,3,2020.0,0,2020.0,0.716,2621,45,0.552,0.0,0.99549,0.00451007
720670458,Existing Customer,52,F,2,Unknown,Single,$40K - $60K,Blue,45,3,1,3,3476.0,1560,1916.0,0.894,3496,58,0.871,0.449,0.00010183,0.9999
778399008,Existing Customer,50,M,0,High School,Married,$80K - $120K,Blue,30,3,4,2,4252.0,0,4252.0,0.478,1598,45,0.324,0.0,0.00018134,0.99982
719488008,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,36,3,3,1,2490.0,1281,1209.0,0.551,1902,34,0.619,0.514,0.00010182,0.9999
788794758,Attrited Customer,46,M,4,Graduate,Single,$40K - $60K,Blue,28,2,2,4,2979.0,0,2979.0,0.644,2061,38,0.462,0.0,0.99709,0.0029104
718682883,Existing Customer,41,M,2,Unknown,Single,$80K - $120K,Blue,34,3,3,1,19110.0,2449,16661.0,1.0,4478,76,0.727,0.128,0.00011924,0.99988
781675983,Existing Customer,59,F,0,Graduate,Married,Less than $40K,Blue,53,4,5,1,3054.0,2517,537.0,1.061,4706,84,0.647,0.824,0.00010397,0.9999
714228558,Existing Customer,40,M,3,High School,Single,$80K - $120K,Blue,36,5,3,3,3624.0,0,3624.0,0.74,4749,82,0.864,0.0,0.00030516,0.99969
714121983,Existing Customer,49,F,3,Graduate,Single,Unknown,Blue,42,4,2,3,4349.0,1400,2949.0,0.641,4694,84,0.75,0.322,0.00019864,0.9998
788259558,Existing Customer,59,M,0,Unknown,Married,Less than $40K,Blue,51,5,3,4,1570.0,1028,542.0,0.742,1430,28,1.333,0.655,0.00048673,0.99951
716194683,Existing Customer,41,M,4,Graduate,Divorced,$40K - $60K,Blue,30,4,2,3,2334.0,1138,1196.0,0.826,2155,48,0.714,0.488,0.00020077,0.9998
788950158,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516.0,1652,32864.0,0.854,1283,39,1.294,0.048,0.00018612,0.99981
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,5,2,1,34516.0,1254,33262.0,0.869,1366,25,0.786,0.036,6.3239e-05,0.99994
718024908,Existing Customer,52,F,2,Graduate,Unknown,Less than $40K,Blue,40,2,1,3,2743.0,1705,1038.0,0.605,6993,97,0.54,0.622,9.2637e-05,0.99991
814513008,Existing Customer,38,M,2,Graduate,Married,$80K - $120K,Blue,33,5,3,3,9620.0,2033,7587.0,0.667,1735,43,0.387,0.211,0.00030251,0.9997
719449533,Attrited Customer,49,F,3,Uneducated,Single,$40K - $60K,Blue,38,1,2,3,2655.0,2283,372.0,0.751,2386,49,0.485,0.86,0.99513,0.00487126
713282733,Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,4,3,1,3375.0,1730,1645.0,0.514,4341,64,0.684,0.513,0.00010848,0.99989
802867683,Existing Customer,53,F,2,High School,Single,$40K - $60K,Blue,47,5,2,3,1536.0,728,808.0,0.604,4133,78,0.529,0.474,0.0001861,0.99981
719413383,Existing Customer,32,M,1,Uneducated,Single,$60K - $80K,Silver,36,2,3,1,33711.0,1437,32274.0,0.942,14880,134,0.654,0.043,9.4595e-05,0.99991
716329383,Attrited Customer,46,F,3,Graduate,Single,Less than $40K,Blue,36,4,2,3,3138.0,986,2152.0,1.002,4724,56,0.806,0.314,0.99499,0.00501
716573058,Attrited Customer,54,F,3,Doctorate,Unknown,Less than $40K,Blue,36,3,3,4,1438.3,0,1438.3,0.499,1598,40,0.29,0.0,0.99871,0.00128822
708817608,Existing Customer,41,F,3,High School,Married,Unknown,Blue,24,3,1,1,3427.0,1419,2008.0,0.685,4218,74,0.805,0.414,3.3505e-05,0.99997
715383108,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,44,5,1,1,34516.0,2174,32342.0,0.426,1616,50,0.515,0.063,3.3214e-05,0.99997
713102733,Existing Customer,38,F,3,Graduate,Single,Less than $40K,Gold,31,2,3,2,15987.0,1766,14221.0,0.791,8195,94,0.679,0.11,0.00021503,0.99978
772922883,Attrited Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,22,3,3,4,20543.0,0,20543.0,0.547,1874,42,0.615,0.0,0.9983,0.00169532
789197508,Existing Customer,54,M,3,High School,Married,$60K - $80K,Blue,43,6,3,4,2240.0,1580,660.0,0.745,1518,36,0.8,0.705,0.00052052,0.99948
720093333,Existing Customer,41,M,3,Post-Graduate,Divorced,$120K +,Blue,29,6,1,3,3491.0,2506,985.0,0.873,4855,79,0.58,0.718,0.00011311,0.99989
718971333,Existing Customer,33,M,1,Graduate,Single,$80K - $120K,Blue,20,5,3,2,13206.0,925,12281.0,0.766,2342,51,1.318,0.07,0.00016883,0.99983
801709308,Existing Customer,44,F,4,Uneducated,Married,Unknown,Blue,38,6,1,2,5366.0,968,4398.0,0.992,4558,56,0.75,0.18,5.9391e-05,0.99994
713746608,Existing Customer,48,F,2,High School,Married,Unknown,Blue,37,3,2,2,8446.0,908,7538.0,0.604,4240,67,0.763,0.108,0.00011065,0.99989
709578258,Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,33,4,3,2,3804.0,1917,1887.0,0.744,14321,102,0.759,0.504,0.00019191,0.99981
708559533,Existing Customer,40,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,3,2,1770.0,584,1186.0,0.706,4442,83,0.844,0.33,0.0001736,0.99983
716373483,Attrited Customer,48,F,5,Graduate,Married,Less than $40K,Blue,40,4,3,2,2860.0,2517,343.0,0.38,1544,45,0.364,0.88,0.99464,0.00536
711289533,Existing Customer,39,M,4,Post-Graduate,Single,$80K - $120K,Blue,32,5,3,2,26710.0,1681,25029.0,0.741,14043,117,0.746,0.063,0.00022196,0.99978
828285858,Existing Customer,41,F,3,College,Married,Less than $40K,Blue,37,3,1,2,1438.3,765,673.3,0.644,4053,66,0.692,0.532,5.5564e-05,0.99994
710736558,Existing Customer,39,F,2,Unknown,Married,Unknown,Blue,36,4,3,4,8096.0,1474,6622.0,0.789,1794,41,0.783,0.182,0.00056716,0.99943
714915633,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,36,4,3,6,15699.0,0,15699.0,0.569,1793,40,0.6,0.0,0.99924,0.00076382
720933408,Existing Customer,56,F,2,Uneducated,Unknown,Less than $40K,Blue,36,3,1,2,8438.0,1825,6613.0,0.589,4798,89,0.712,0.216,5.663e-05,0.99994
716343408,Existing Customer,46,M,3,Graduate,Divorced,$80K - $120K,Blue,38,3,2,1,8475.0,1385,7090.0,0.611,1381,40,0.481,0.163,7.1226e-05,0.99993
765824058,Existing Customer,46,M,4,Doctorate,Married,$80K - $120K,Blue,39,3,3,1,5106.0,1539,3567.0,0.907,3784,74,0.609,0.301,0.00016463,0.99984
721305408,Existing Customer,48,F,2,Graduate,Married,Less than $40K,Blue,37,4,2,1,3378.0,0,3378.0,0.58,4761,81,0.884,0.0,6.864e-05,0.99993
778372158,Existing Customer,49,F,5,High School,Married,$40K - $60K,Blue,33,6,3,2,2506.0,1549,957.0,0.752,4747,91,0.936,0.618,0.00018053,0.99982
721093608,Existing Customer,44,M,2,High School,Single,$40K - $60K,Blue,31,5,1,1,2197.0,0,2197.0,0.921,4548,64,0.641,0.0,3.2288e-05,0.99997
718501983,Existing Customer,44,M,2,Graduate,Married,$60K - $80K,Blue,36,5,6,1,5950.0,1117,4833.0,0.57,4682,89,0.679,0.188,8.5631e-05,0.99991
709165533,Existing Customer,47,M,3,Doctorate,Unknown,$120K +,Blue,41,6,2,2,6143.0,1151,4992.0,0.866,4330,72,0.895,0.187,0.00017091,0.99983
787348608,Existing Customer,70,M,0,High School,Married,Less than $40K,Blue,56,3,2,3,3252.0,1495,1757.0,0.581,1227,15,0.875,0.46,0.0001597,0.99984
712220283,Existing Customer,37,M,2,Graduate,Unknown,$80K - $120K,Blue,28,3,2,3,12222.0,0,12222.0,0.861,4215,63,0.537,0.0,0.00019143,0.99981
788142483,Existing Customer,46,M,3,College,Single,$80K - $120K,Silver,38,3,3,1,34516.0,1278,33238.0,0.51,4699,73,0.622,0.037,9.8883e-05,0.9999
710376708,Existing Customer,50,F,5,Uneducated,Single,Less than $40K,Blue,33,4,3,3,2837.0,1377,1460.0,0.564,3928,54,0.8,0.485,0.00032112,0.99968
710924658,Existing Customer,52,F,2,High School,Single,$40K - $60K,Blue,36,1,2,2,2540.0,1093,1447.0,0.783,9339,99,0.737,0.43,0.00011065,0.99989
711879633,Existing Customer,45,M,3,High School,Single,Less than $40K,Blue,29,4,1,2,2766.0,1985,781.0,0.796,4480,70,0.75,0.718,5.5559e-05,0.99994
717846108,Existing Customer,49,M,4,Uneducated,Married,$60K - $80K,Blue,34,5,3,2,12994.0,904,12090.0,0.627,3734,74,0.85,0.07,0.00019396,0.99981
708332808,Existing Customer,47,M,2,Uneducated,Married,$40K - $60K,Blue,39,2,2,2,3471.0,0,3471.0,0.871,14381,115,0.742,0.0,0.00011703,0.99988
823624158,Existing Customer,53,F,2,Doctorate,Single,Unknown,Blue,49,3,2,2,4500.0,0,4500.0,0.761,4579,78,0.814,0.0,0.00016471,0.99984
771688983,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,41,4,1,2,2252.0,1811,441.0,0.68,4201,68,1.125,0.804,5.3542e-05,0.99995
779703258,Existing Customer,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069.0,1393,676.0,0.875,4962,70,0.75,0.673,0.00011377,0.99989
718109808,Existing Customer,38,M,5,College,Single,$60K - $80K,Blue,25,4,3,0,5597.0,1118,4479.0,0.753,4599,89,0.648,0.2,6.6602e-05,0.99993
711827958,Existing Customer,57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100.0,1970,3130.0,0.371,1032,26,0.368,0.386,0.00013479,0.99987
715129983,Existing Customer,46,F,3,Graduate,Divorced,Unknown,Blue,36,1,3,2,3515.0,0,3515.0,0.876,15079,116,0.841,0.0,0.00018665,0.99981
766381908,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,42,4,1,4,2473.0,1263,1210.0,0.71,4597,80,0.6,0.511,0.00016112,0.99984
779116158,Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,31,5,2,1,5714.0,868,4846.0,0.636,4331,85,0.7,0.152,7.0819e-05,0.99993
767488908,Existing Customer,41,M,4,Unknown,Married,$80K - $120K,Blue,35,4,2,3,3497.0,0,3497.0,0.696,4345,72,0.756,0.0,0.00022068,0.99978
709895508,Existing Customer,42,M,3,Graduate,Married,Less than $40K,Blue,36,2,2,1,6153.0,974,5179.0,0.703,7434,92,0.586,0.158,7.1226e-05,0.99993
710771433,Existing Customer,48,M,1,Graduate,Single,$80K - $120K,Blue,36,1,3,1,2754.0,2152,602.0,0.821,13991,125,0.761,0.781,0.00010182,0.9999
720296808,Attrited Customer,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173.0,1771,2402.0,0.711,2554,47,0.516,0.424,0.99467,0.00533
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,3,3,1,24850.0,1662,23188.0,0.693,1226,25,0.923,0.067,0.00010944,0.99989
713610033,Existing Customer,47,M,3,Post-Graduate,Single,$60K - $80K,Blue,36,5,3,3,5062.0,1996,3066.0,0.591,1314,40,0.429,0.394,0.00036935,0.99963
717978033,Existing Customer,36,F,1,High School,Single,Less than $40K,Blue,36,5,3,4,5257.0,1572,3685.0,0.732,2822,73,0.659,0.299,0.00047086,0.99953
710303208,Existing Customer,52,F,1,High School,Single,Less than $40K,Blue,40,2,1,1,4119.0,2517,1602.0,0.754,15215,121,0.862,0.611,3.0307e-05,0.99997
714954033,Existing Customer,29,F,0,Post-Graduate,Single,Less than $40K,Blue,36,5,2,3,5076.0,1223,3853.0,0.83,2675,57,0.629,0.241,0.0001933,0.99981
807523008,Existing Customer,37,M,1,Graduate,Single,Unknown,Blue,32,4,1,3,4397.0,2007,2390.0,0.892,2473,47,1.136,0.456,8.6952e-05,0.99991
719277033,Existing Customer,44,M,3,High School,Single,$40K - $60K,Blue,34,5,3,1,8997.0,708,8289.0,0.586,4558,62,0.676,0.079,0.00010943,0.99989
720231108,Existing Customer,57,M,2,Graduate,Single,Less than $40K,Blue,39,3,4,3,3451.0,0,3451.0,0.744,3031,57,0.676,0.0,0.00036558,0.99963
826417233,Existing Customer,35,F,4,College,Married,Less than $40K,Blue,31,3,3,4,2933.0,1011,1922.0,0.814,5089,71,0.868,0.345,0.00052613,0.99947
714139308,Existing Customer,53,M,3,Uneducated,Married,$60K - $80K,Blue,42,2,5,1,1438.3,0,1438.3,0.895,4722,81,0.841,0.0,0.00012927,0.99987
710500983,Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,34,2,4,3,4617.0,1035,3582.0,0.36,1779,35,0.591,0.224,0.9972,0.00280463
771546708,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,34,2,2,1,1438.3,0,1438.3,0.74,5013,81,1.025,0.0,6.864e-05,0.99993
708644208,Existing Customer,39,F,2,Graduate,Single,$40K - $60K,Blue,34,5,2,4,5858.0,0,5858.0,0.853,3355,77,0.604,0.0,0.00032656,0.99967
774099708,Existing Customer,39,F,3,High School,Single,Less than $40K,Blue,33,2,1,2,1621.0,0,1621.0,0.779,7400,86,0.686,0.0,5.5559e-05,0.99994
710120358,Existing Customer,40,M,3,Unknown,Married,$60K - $80K,Blue,27,6,2,4,9026.0,2312,6714.0,0.561,2229,37,0.762,0.256,0.00037246,0.99963
709735008,Existing Customer,35,M,2,High School,Married,$80K - $120K,Blue,22,3,1,4,3023.0,1435,1588.0,0.62,1920,34,0.619,0.475,0.00015363,0.99985
711410958,Existing Customer,40,M,3,High School,Married,$60K - $80K,Blue,28,2,2,3,13452.0,2517,10935.0,0.781,7582,69,0.917,0.187,0.00019311,0.99981
709217358,Existing Customer,40,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,5,3,2,20371.0,1832,18539.0,0.907,1665,45,0.8,0.09,0.00021962,0.99978
814590483,Existing Customer,45,F,2,Graduate,Married,$40K - $60K,Blue,40,1,3,3,3592.0,865,2727.0,0.663,12777,95,0.727,0.241,0.00030251,0.9997
788199858,Existing Customer,42,F,3,High School,Unknown,Unknown,Blue,34,1,3,1,2798.0,1049,1749.0,0.89,5758,87,0.706,0.375,0.00010943,0.99989
817977933,Attrited Customer,63,F,0,Graduate,Single,Less than $40K,Blue,56,5,6,3,1931.0,1531,400.0,0.778,2288,48,0.714,0.793,0.99515,0.00485493
827408058,Existing Customer,44,F,3,Graduate,Married,Less than $40K,Blue,40,6,2,2,2232.0,2002,230.0,1.107,3803,68,0.511,0.897,0.00011811,0.99988
715749858,Existing Customer,30,M,1,Unknown,Married,$40K - $60K,Blue,18,5,1,3,4726.0,1380,3346.0,0.622,1723,31,0.55,0.292,9.5577e-05,0.9999
779754408,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2477.0,2123,354.0,0.699,4349,69,0.725,0.857,0.00011811,0.99988
718064283,Existing Customer,46,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,4,3,0,11501.0,713,10788.0,0.84,1481,41,0.519,0.062,7.0795e-05,0.99993
714687858,Existing Customer,49,F,1,Graduate,Single,Less than $40K,Blue,41,6,1,3,1438.3,0,1438.3,0.53,4538,82,1.05,0.0,8.6952e-05,0.99991
719036883,Existing Customer,48,F,1,Uneducated,Divorced,Less than $40K,Blue,38,3,3,2,4668.0,0,4668.0,0.896,4163,77,0.453,0.0,0.0001736,0.99983
713070033,Existing Customer,56,F,2,Graduate,Single,Less than $40K,Blue,43,5,3,2,1438.3,787,651.3,0.737,4830,79,0.756,0.547,0.00017987,0.99982
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37,3,3,1,4139.0,0,4139.0,0.547,2232,41,0.464,0.0,0.99104,0.00896
721508283,Existing Customer,47,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,1,8322.0,0,8322.0,0.86,3700,62,1.0,0.0,6.4428e-05,0.99994
756727233,Existing Customer,49,M,2,High School,Single,$120K +,Blue,42,3,2,4,21144.0,1190,19954.0,0.5,4895,66,0.784,0.056,0.00031746,0.99968
798011733,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,4,1,2,1562.0,751,811.0,0.925,4574,81,0.976,0.481,5.7151e-05,0.99994
718357458,Existing Customer,48,M,5,Unknown,Single,$60K - $80K,Blue,36,2,3,0,3862.0,0,3862.0,0.807,15282,125,0.712,0.0,7.5299e-05,0.99992
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,6,3,1,2927.0,1499,1428.0,0.649,4670,70,0.944,0.512,0.00011256,0.99989
770858283,Existing Customer,40,F,4,High School,Married,$40K - $60K,Blue,27,5,2,2,2822.0,2182,640.0,0.768,5371,93,0.824,0.773,0.00011604,0.99988
713398158,Existing Customer,45,M,3,Post-Graduate,Married,$40K - $60K,Blue,30,2,2,2,3821.0,1673,2148.0,0.869,15005,89,0.712,0.438,0.00013897,0.99986
812420358,Attrited Customer,61,F,0,Graduate,Married,Less than $40K,Blue,56,3,3,3,2122.0,554,1568.0,0.857,949,17,0.133,0.261,0.99616,0.0038363
720326733,Existing Customer,55,M,2,Graduate,Single,$120K +,Blue,47,2,3,1,16258.0,865,15393.0,0.623,3761,58,0.657,0.053,0.00010848,0.99989
779141658,Existing Customer,48,M,4,Graduate,Married,$80K - $120K,Blue,33,1,3,2,4963.0,2115,2848.0,0.767,4989,78,0.696,0.426,0.00018864,0.99981
718205283,Existing Customer,48,F,3,College,Single,$40K - $60K,Blue,37,6,3,1,1438.3,0,1438.3,0.777,5035,76,0.767,0.0,0.00010944,0.99989
809620833,Existing Customer,35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293.0,0,9293.0,0.897,2314,59,1.034,0.0,0.00020516,0.99979
719584608,Existing Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,3,1,1,1438.3,0,1438.3,0.657,4215,79,0.927,0.0,3.3863e-05,0.99997
713419908,Existing Customer,58,F,2,High School,Married,Unknown,Blue,50,3,2,3,12362.0,0,12362.0,0.635,4537,72,0.636,0.0,0.0001861,0.99981
711341433,Existing Customer,34,F,2,Graduate,Single,Unknown,Blue,24,6,3,3,3095.0,2010,1085.0,0.668,3901,77,0.711,0.649,0.00030251,0.9997
716454858,Existing Customer,35,F,2,Graduate,Married,Less than $40K,Blue,28,6,1,3,4014.0,2266,1748.0,0.718,14257,94,0.958,0.565,9.2637e-05,0.99991
